ec5_uuid,created_at,uploaded_at,created_by,title,2_Site_Name,3_Survey_Type,4_Plot_,5_Date,6_Time,7_Visit_,8_Observer,9_Distance_Observed_,10_Sex,11_Turtle_ID,12_Status,13_Age,14_Capture_Type,lat_15_GPS,long_15_GPS,accuracy_15_GPS,UTM_Northing_15_GPS,UTM_Easting_15_GPS,UTM_Zone_15_GPS,16_Carapace_Photo,17_Plastron_Photo,18_SCL_mm,19_CW_mm,20_SH_mm,21_Mass_g,22_Plastron_Wear_,23_Visible_Annuli_Le,24_Gravid,25_Health,26_Injuries,27_Mower_Related_Inj,28_Injuries_OtherDet,29_Scute_Morph,30_Scute_Morph_Other,31_Macrohabitat,32_Microhabitat,33_Habitat_Other,34_Distance_from_mow,35_Behavior,36_Behavior_Other,37_Calipers_Used,38_Notch_Code_System,39_Comments
a8b081d1-7d3d-498a-bf3a-bf36baac8bce,2023-05-18T17:11:52.445Z,2023-05-18T17:52:15.000Z,turtleconservationecology@gmail.com,Female,Raines,Incidental,"Not Applicable",05/18/2023,13:09,,Jess,20,Female,,Alive,Adult,"New/Initial Capture",38.652403,-78.133113,5,4282104,749481,17S,a8b081d1-7d3d-498a-bf3a-bf36baac8bce_1684429790.jpg,a8b081d1-7d3d-498a-bf3a-bf36baac8bce_1684429808.jpg,,,,,90,11,No,Healthy,None,No,,Normal,,,Road/Footpath,"Gravel road outside of Raines",,Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",Palpated
02cfd6f9-d204-4d01-93c8-10561625eb78,2023-05-18T16:44:08.045Z,2023-05-18T17:52:13.000Z,turtleconservationecology@gmail.com,"Male 4005",Raines,"Search-Encounter (SCR Method)",1,05/18/2023,12:36,2,Jess,1,Male,4005,Alive,Adult,"New/Initial Capture",38.644188,-78.137096,5,4281182,749163,17S,02cfd6f9-d204-4d01-93c8-10561625eb78_1684428000.jpg,02cfd6f9-d204-4d01-93c8-10561625eb78_1684428016.jpg,123,103,56,350,15,12,NA,Healthy,Plastron,No,"Small hole in R anal scute",Normal,,"Open Field/Meadow",Bushes/Shrubs,"In stilt grass under wineberry","1-5 m",Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
df96d00b-8d6b-4dff-91a5-b27bceeb9c96,2023-05-18T16:33:04.300Z,2023-05-18T17:52:12.000Z,turtleconservationecology@gmail.com,Unknown,Raines,"Search-Encounter (SCR Method)",1,05/18/2023,12:31,2,Merri,2.5,Unknown,,Dead,Adult,"New/Initial Capture",38.643957,-78.137267,5,4281156,749149,17S,,,,,,,,,,,,,,,,"Early successional forest","Leaf litter",,"20+ m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
65134a21-3824-4eeb-bdc2-091d9c47366c,2023-05-18T16:06:31.282Z,2023-05-18T17:52:09.000Z,turtleconservationecology@gmail.com,"Male 4000",Raines,"Search-Encounter (SCR Method)",1,05/18/2023,12:05,2,Merri,0,Male,4000,Alive,Adult,Recapture,38.642123,-78.134841,5,4280959,749367,17S,,,,,,,,,NA,Healthy,,No,,,,"Open Field/Meadow",Grasses,,"0 m (In mowed area)","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
aaa87c57-d2e9-43cb-b6be-3edfbab8c3bf,2023-05-18T15:52:26.941Z,2023-05-18T17:52:07.000Z,turtleconservationecology@gmail.com,Unknown,Raines,"Search-Encounter (SCR Method)",1,05/18/2023,11:47,2,Merri,1,Unknown,,Dead,Juvenile,"New/Initial Capture",38.641619,-78.133935,5,4280905,749447,17S,aaa87c57-d2e9-43cb-b6be-3edfbab8c3bf_1684425113.jpg,,,,,,,,,,,Yes,"Likely crushed by tire",Normal,,"Open Field/Meadow",Grasses,,"0 m (In mowed area)",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
23969847-a847-4661-9d81-0a76ef80d5d9,2023-05-18T15:06:14.866Z,2023-05-18T17:52:05.000Z,turtleconservationecology@gmail.com,"Female 4004",Raines,"Search-Encounter (SCR Method)",1,05/18/2023,10:57,2,"Jess Meck",2,Female,4004,Alive,Adult,"New/Initial Capture",38.641314,-78.136415,5,4280865,749232,17S,23969847-a847-4661-9d81-0a76ef80d5d9_1684422072.jpg,23969847-a847-4661-9d81-0a76ef80d5d9_1684422090.jpg,112,96,61,370,85,5,Unknown,Healthy,None,No,,Normal,,"Early successional forest","Leaf litter","Grasses and raspberries",NA,"Alert, Feeding/Foraging","Likely feeding, had slug on beak","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
d31e6800-954c-49cb-be1d-77db77ba897a,2023-05-17T21:06:51.958Z,2023-05-17T21:07:17.000Z,maxearle32@gmail.com,Male,SCBI,Incidental,,05/17/2023,12:00,,MPE,20,Male,,Dead,Adult,"New/Initial Capture",,,,,,,,,,,,,,,,,Carapace,No,"Road strike off 522, happened just before returning from SCBI",,,"Early successional forest",Road/Footpath,,Unknown,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
2f941c1f-5d01-42ac-b1cf-2af0be2965ab,2023-05-16T15:31:29.080Z,2023-05-17T17:25:24.000Z,turtleconservationecology@gmail.com,"Male 1003",Jones,"Search-Encounter (SCR Method)",1,05/16/2023,11:27,2,"Jess Meck",0,Male,1003,Alive,Adult,"New/Initial Capture",38.692846,-78.127776,5,4286608,749805,17S,2f941c1f-5d01-42ac-b1cf-2af0be2965ab_1684250861.jpg,2f941c1f-5d01-42ac-b1cf-2af0be2965ab_1684250872.jpg,139,106,58,420,10,13,NA,Healthy,,No,,Normal,,"Early successional forest",Bushes/Shrubs,,"11-15 m",Active,"Very aggressive during notching, attempted to bite multiple times","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
39860580-695f-434b-ba8a-980549cdf661,2023-05-16T14:55:41.837Z,2023-05-17T17:25:22.000Z,turtleconservationecology@gmail.com,"Unknown 1001",Jones,"Search-Encounter (SCR Method)",1,05/16/2023,10:50,2,"Jess Meck",0,Unknown,1001,Alive,Adult,"New/Initial Capture",38.69525,-78.12759,5,4286875,749813,17S,39860580-695f-434b-ba8a-980549cdf661_1684248712.jpg,39860580-695f-434b-ba8a-980549cdf661_1684248727.jpg,124,99,63,470,10,12,Unknown,Healthy,Eye,No,"Blind left eye, white cornea",Normal,,"Early successional forest",Bushes/Shrubs,"In power line cut","0 m (In mowed area)",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Probably female. Given eyes and marginals. Minor indentation"
5d1ef381-d85e-4535-8a92-a4d43fbc3b11,2023-05-16T14:43:01.754Z,2023-05-17T21:07:15.000Z,maxearle32@gmail.com,"Male 1002",Jones,"Search-Encounter (SCR Method)",1,05/16/2023,10:30,2,MPE,1,Male,1002,Alive,Adult,"New/Initial Capture",38.695231,-78.127809,5,4286872,749794,17S,5d1ef381-d85e-4535-8a92-a4d43fbc3b11_1684247827.jpg,5d1ef381-d85e-4535-8a92-a4d43fbc3b11_1684247843.jpg,119,100,57,380,5,10,NA,Healthy,Carapace,No,"Damage to LM1 and missing nucal scute","Irregular (Specify)","6 vertebrals, and 6 left plurals","Early successional forest",Grasses,,"20+ m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
371a4c4f-5860-4789-9aaa-119fe7e2bb84,2023-05-15T20:19:19.536Z,2023-05-17T21:07:12.000Z,maxearle32@gmail.com,Female,"Black Rock",Incidental,3,05/15/2023,16:15,2,MPE,5,Female,,Dead,Adult,"New/Initial Capture",38.768322,-78.073466,5,4295135,754262,17S,371a4c4f-5860-4789-9aaa-119fe7e2bb84_1684181923.jpg,371a4c4f-5860-4789-9aaa-119fe7e2bb84_1684181932.jpg,,,,,,,,,,Unknown,,,,"Open Field/Meadow",Grasses,,"0 m (In mowed area)",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b87a72f4-cbea-4923-9492-48b81618281d,2023-05-14T22:14:13.410Z,2023-05-17T21:07:19.000Z,maxearle32@gmail.com,b87a72f4-cbea-4923-9492-48b81618281d,,,,05/14/2023,15:49,,,,,,,,,38.839271,-78.120435,5,4302881,749932,17S,,,,,,,,,,,,,,,,,,,,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
e19a1934-1982-44a6-b216-2d687b679e7b,2023-05-13T17:04:00.613Z,2023-05-17T21:07:10.000Z,maxearle32@gmail.com,"Female 269",Clifton,"Search-Encounter (SCR Method)",1,05/13/2023,12:57,4,MPE,1,Female,269,Alive,Adult,"New/Initial Capture",38.782828,-77.801731,5,4296405,256632,18S,e19a1934-1982-44a6-b216-2d687b679e7b_1683997259.jpg,e19a1934-1982-44a6-b216-2d687b679e7b_1683997269.jpg,123,101,62,465,80,6,Unknown,Healthy,None,No,"Urinated multiple times during workup","Irregular (Specify)","Six vertebral’s and 13 LM’s","Open Field/Meadow",Grasses,,"0 m (In mowed area)",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
634af36d-97ed-4d80-acc2-e7a6f8f29b4b,2023-05-13T16:36:03.651Z,2023-05-17T21:07:09.000Z,maxearle32@gmail.com,"Female 21",Clifton,"Search-Encounter (SCR Method)",1,05/13/2023,12:35,4,MPE,1,Female,21,Alive,Adult,Recapture,38.784766,-77.801439,5,4296620,256664,18S,634af36d-97ed-4d80-acc2-e7a6f8f29b4b_1683995859.jpg,634af36d-97ed-4d80-acc2-e7a6f8f29b4b_1683995864.jpg,121,100,61,445,30,13,Unknown,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"0 m (In mowed area)",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
769f8376-2d21-4aa7-9b8c-8e09b5e66e2f,2023-05-13T16:32:35.907Z,2023-05-17T21:07:06.000Z,maxearle32@gmail.com,"Male 20",Clifton,"Search-Encounter (SCR Method)",1,05/13/2023,12:25,4,MPE,1,Male,20,Alive,Adult,Recapture,38.784682,-77.801355,5,4296610,256671,18S,769f8376-2d21-4aa7-9b8c-8e09b5e66e2f_1683995342.jpg,769f8376-2d21-4aa7-9b8c-8e09b5e66e2f_1683995352.jpg,135,100,58,445,99,0,NA,Healthy,Plastron,Unknown,"Large crack across left AB into left F",Normal,,"Early successional forest",Grasses,,"1-5 m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
64788eca-7fec-467e-baa2-48328a1e69c2,2023-05-13T15:52:41.434Z,2023-05-17T21:07:04.000Z,maxearle32@gmail.com,"Female 271",Clifton,"Search-Encounter (SCR Method)",1,05/13/2023,11:43,4,MPE,1,Female,271,Alive,Adult,"New/Initial Capture",38.783283,-77.800864,5,4296454,256709,18S,64788eca-7fec-467e-baa2-48328a1e69c2_1683992914.jpg,64788eca-7fec-467e-baa2-48328a1e69c2_1683992934.jpg,129,103,63,560,15,12,Unknown,Healthy,Carapace,No,"Broken or deformed LM2-3","Irregular (Specify)","See injury note","Open Field/Meadow",Grasses,,"0 m (In mowed area)",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
646afdb6-1400-45d6-ac95-d34195407e1c,2023-05-13T15:22:09.280Z,2023-05-17T21:07:02.000Z,maxearle32@gmail.com,"Male 268",Clifton,"Search-Encounter (SCR Method)",1,05/13/2023,11:10,4,MPE,2,Male,268,Alive,Adult,"New/Initial Capture",38.785031,-77.800768,5,4296647,256723,18S,646afdb6-1400-45d6-ac95-d34195407e1c_1683991081.jpg,646afdb6-1400-45d6-ac95-d34195407e1c_1683991099.jpg,124,96,58,420,50,7,NA,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"0 m (In mowed area)",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
11f8883f-3953-44d2-89e6-e04311857e60,2023-05-11T15:50:08.235Z,2023-05-11T17:50:43.000Z,maxearle32@gmail.com,"Unknown 4003",Raines,"Search-Encounter (SCR Method)",1,05/11/2023,11:40,1,NW,3.5,Unknown,4003,Alive,Adult,"New/Initial Capture",38.64229,-78.136168,5,4280974,749251,17S,11f8883f-3953-44d2-89e6-e04311857e60_1683819994.jpg,11f8883f-3953-44d2-89e6-e04311857e60_1683820021.jpg,128,109,64,485,10,12,Unknown,Healthy,Carapace,No,"Damage to RM1&2",Normal,,"Mature Forest","Leaf litter","Leaf litter on top of large rock face","1-5 m","Active, Alert",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Lacks strong sexual dimorphism"
0eeea8a9-a2bf-41ea-9090-93624a9157c6,2023-05-11T15:33:41.781Z,2023-05-11T17:50:41.000Z,maxearle32@gmail.com,Unknown,Raines,"Search-Encounter (SCR Method)",1,05/11/2023,11:32,1,MPE,1,Unknown,,Dead,Adult,"New/Initial Capture",38.640936,-78.13567,5,4280825,749299,17S,0eeea8a9-a2bf-41ea-9090-93624a9157c6_1683819188.jpg,0eeea8a9-a2bf-41ea-9090-93624a9157c6_1683819175.jpg,,,,,,,NA,,,No,,Normal,,"Mature Forest","Seep/Wet area",,"1-5 m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b7b7cf4a-5a09-4ff1-bf06-4544cd073aab,2023-05-11T15:20:55.578Z,2023-05-11T17:50:38.000Z,maxearle32@gmail.com,"Male 4000",Raines,"Search-Encounter (SCR Method)",1,05/11/2023,11:18,1,NW,1,Male,4000,Alive,Adult,Recapture,38.642031,-78.134885,5,4280948,749363,17S,,,,,,,,,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Bushes/Shrubs,,"0 m (In mowed area)","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
c9d801c2-793f-4fcf-b24e-5cdee5a8c877,2023-05-11T15:14:06.470Z,2023-05-11T17:50:36.000Z,maxearle32@gmail.com,"Male 4002",Raines,"Search-Encounter (SCR Method)",1,05/11/2023,11:07,1,MPE,3.3,Male,4002,Alive,Adult,"New/Initial Capture",38.642039,-78.134005,5,4280952,749440,17S,c9d801c2-793f-4fcf-b24e-5cdee5a8c877_1683817869.jpg,c9d801c2-793f-4fcf-b24e-5cdee5a8c877_1683817876.jpg,138,109,59,420,5,11,NA,Healthy,None,No,,Normal,,"Early successional forest",Bushes/Shrubs,,"1-5 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
3433410e-e5f2-4496-abf5-11e1e900d1cc,2023-05-11T14:40:41.293Z,2023-05-11T17:50:34.000Z,maxearle32@gmail.com,"Male 4001",Raines,"Search-Encounter (SCR Method)",1,05/11/2023,10:30,1,MPE,1,Male,4001,Alive,Adult,"New/Initial Capture",38.64326,-78.137319,5,4281078,749147,17S,3433410e-e5f2-4496-abf5-11e1e900d1cc_1683815841.jpg,3433410e-e5f2-4496-abf5-11e1e900d1cc_1683815849.jpg,114,97,59,405,40,10,No,Healthy,None,No,"General carapace damage, missing nucal scute",Normal,,"Mature Forest",Bushes/Shrubs,,"6-10 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
342ac3a4-6f0b-42e8-8f5a-867cef85d749,2023-05-10T21:02:41.000Z,2023-05-11T17:50:32.000Z,maxearle32@gmail.com,"Female 2011",SCBI,Incidental,2,05/10/2023,16:55,,MPE,2,Female,2011,Alive,Adult,"New/Initial Capture",38.904723,-78.161242,5,4310035,746163,17S,342ac3a4-6f0b-42e8-8f5a-867cef85d749_1683752405.jpg,342ac3a4-6f0b-42e8-8f5a-867cef85d749_1683752411.jpg,114,96,61,435,95,3,No,Healthy,None,No,,Normal,,"Early successional forest","Downed tree/log",,,Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
d313428e-5d2c-4261-805e-9da82dcd6e31,2023-05-10T20:53:13.735Z,2023-05-11T17:50:30.000Z,maxearle32@gmail.com,"Male 2000",SCBI,"Track only",2,05/10/2023,16:50,,MPE,1,Male,2000,Alive,Adult,Recapture,38.904745,-78.161204,7,4310037,746167,17S,,,,,,,,,,Healthy,None,No,,,,"Early successional forest","Downed tree/log",,"11-15 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found through radio telemetry"
d7eab809-f72c-4bc8-a751-1adfd429ba3d,2023-05-10T20:25:50.977Z,2023-05-11T17:50:28.000Z,maxearle32@gmail.com,"Male 2002",SCBI,"Search-Encounter (SCR Method)",2,05/10/2023,16:24,,"MPE, NW",1,Male,2002,Alive,Adult,Recapture,38.904569,-78.158605,5,4310025,746393,17S,,,,,,,,,,Healthy,None,,,,,"Early successional forest",Bushes/Shrubs,,"1-5 m","Alert, Active",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found through radio telemetry"
56082813-93da-4ef0-81fc-4f95acc1e78d,2023-05-10T15:48:29.894Z,2023-05-10T16:53:31.000Z,turtleconservationecology@gmail.com,"Female 754","Black Rock","Search-Encounter (SCR Method)",2,05/10/2023,11:41,1,"Jess Meck",0.5,Female,754,Alive,Adult,"New/Initial Capture",38.776837,-78.071075,5,4296087,754439,17S,56082813-93da-4ef0-81fc-4f95acc1e78d_1683733418.jpg,56082813-93da-4ef0-81fc-4f95acc1e78d_1683733432.jpg,133,106,62,530,5,15,Unknown,Healthy,Carapace,No,"Missing LM1",Normal,,"Early successional forest",Grasses,"Mid successional",NA,Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
9c598f57-09b8-486e-b415-8bef5d70c464,2023-05-10T14:27:29.012Z,2023-05-10T17:40:01.000Z,maxearle32@gmail.com,"Unknown 752","Black Rock","Search-Encounter (SCR Method)",2,05/10/2023,10:13,1,MPE,4.4,Unknown,752,Alive,Adult,"New/Initial Capture",38.777348,-78.069091,5,4296149,754610,17S,9c598f57-09b8-486e-b415-8bef5d70c464_1683728486.jpg,9c598f57-09b8-486e-b415-8bef5d70c464_1683728501.jpg,135,101,61,495,5,12,Unknown,Healthy,"Limb (Specify), Plastron, Carapace",No,"Missing back right foot, healed over and bone is exposed, minor damage to carapace and plastron (teeth marks)","Irregular (Specify)","Normal morphology on care of this abnormal on plastron extra AN scute","Early successional forest",Bushes/Shrubs,,"6-10 m","Alert, Feeding/Foraging",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Unknown sacks does not display strong, sexual dimorphism"
fb6e5e11-9170-4420-93a7-06b683f3506a,2023-05-09T18:33:01.000Z,2023-05-09T19:24:32.000Z,aeberly@cliftoninstitute.org,"Male 751","Black Rock",Plot,1,05/09/2023,14:21,1,"Mark Ketner",4,Male,751,Alive,Adult,"New/Initial Capture",38.769548,-78.074241,4,4295269,754190,17S,fb6e5e11-9170-4420-93a7-06b683f3506a_1683656683.jpg,fb6e5e11-9170-4420-93a7-06b683f3506a_1683656694.jpg,127.6,106.2,55.1,412,90,1,No,Healthy,None,No,,Normal,,"Mature Forest","Leaf litter",,"20+ m","Walking, Active",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
9a606f2d-4cfe-45bc-bef1-36c4aab6e4ac,2023-05-09T17:07:43.000Z,2023-05-09T19:24:30.000Z,aeberly@cliftoninstitute.org,"Male 750","Black Rock",Plot,1,05/09/2023,12:51,1,"Andrew Eberly",2,Male,750,Alive,Adult,"New/Initial Capture",38.771101,-78.072937,4,4295445,754298,17S,9a606f2d-4cfe-45bc-bef1-36c4aab6e4ac_1683651297.jpg,9a606f2d-4cfe-45bc-bef1-36c4aab6e4ac_1683651305.jpg,132.6,99.1,65.5,470,70,11,No,Healthy,Carapace,No,"Right first costal has small chip",Normal,,"Mature Forest","Leaf litter",,"20+ m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
7c55215d-f57b-4744-884d-dfa3a84cf3cf,2023-05-08T16:21:47.486Z,2023-05-08T20:49:17.000Z,maxearle32@gmail.com,"Male 1000",Jones,"Search-Encounter (SCR Method)",1,05/08/2023,12:08,1,MPE,5.4,Male,1000,Alive,Adult,"New/Initial Capture",,,,,,,7c55215d-f57b-4744-884d-dfa3a84cf3cf_1683562409.jpg,7c55215d-f57b-4744-884d-dfa3a84cf3cf_1683562418.jpg,122,100,62,485,60,14,NA,"Nasal discharge, Healthy",None,No,"Had a little bit of snot coming from left nostril, but seems otherwise fine",Normal,,"Early successional forest","Seep/Wet area",,"20+ m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b7398a28-596a-42b3-8ede-f1af9f5087bd,2023-05-08T15:25:29.272Z,2023-05-08T23:39:14.000Z,turtleconservationecology@gmail.com,Male,Myers,Incidental,,05/08/2023,11:20,,"Jessica Meck and Nate Weisenbeck",,Male,,Dead,Adult,Other,39.284808,-78.236821,5,4352023,738324,17S,,,,,,,,,,,Carapace,,"Dead on road",,,,,,,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Killed earlier that morning"
bc1e185d-df00-4aba-b304-e048bc353081,2023-05-08T14:18:20.507Z,2023-05-08T20:49:19.000Z,maxearle32@gmail.com,Male,Jones,Incidental,,05/08/2023,10:17,,MPE,10,Male,,Alive,Adult,"New/Initial Capture",38.697597,-78.1231,5,4287148,750195,17S,bc1e185d-df00-4aba-b304-e048bc353081_1683555479.jpg,,,,,,,,NA,Healthy,None,No,,Normal,,"Early successional forest",Road/Footpath,"Crossing gravel road just outside of Jones property",Unknown,Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
40d367da-b760-40fd-a6bb-8581bea4d863,2023-05-07T20:18:14.112Z,2023-05-08T20:49:21.000Z,maxearle32@gmail.com,Unknown,Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,16:17,1,MPE,1,Unknown,,Dead,Adult,"New/Initial Capture",38.785345,-77.792673,5,4296661,257427,18S,40d367da-b760-40fd-a6bb-8581bea4d863_1683490687.jpg,40d367da-b760-40fd-a6bb-8581bea4d863_1683490692.jpg,,,,,,,,,,Yes,"Was ran over by brush hog or mower",,,"Open Field/Meadow",Road/Footpath,"Mowed grass path","0 m (In mowed area)",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Collected by MPE"
c6e78fac-db54-442b-9fc9-c217b2179078,2023-05-07T20:13:01.350Z,2023-05-08T13:50:40.000Z,maxearle32@gmail.com,"Male 267",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,16:03,1,MPE,2,Male,267,Alive,Sub-adult,"New/Initial Capture",38.785858,-77.793371,5,4296720,257368,18S,c6e78fac-db54-442b-9fc9-c217b2179078_1683490136.jpg,c6e78fac-db54-442b-9fc9-c217b2179078_1683490184.jpg,113,84,49,198,10,6,NA,Healthy,Carapace,No,"Missing RM 1",Normal,,"Early successional forest","Leaf litter",,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
689700c4-53c2-426d-85b8-04d6f53e6cc2,2023-05-07T19:41:18.239Z,2023-05-08T13:50:38.000Z,maxearle32@gmail.com,"Male 266",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,15:32,1,MPE,1,Male,266,Alive,Adult,"New/Initial Capture",38.785315,-77.791709,5,4296655,257511,18S,689700c4-53c2-426d-85b8-04d6f53e6cc2_1683488269.jpg,689700c4-53c2-426d-85b8-04d6f53e6cc2_1683488280.jpg,130,98,63,515,20,11,NA,Healthy,Carapace,No,"Minor chipping to Front Marginals",Normal,,"Open Field/Meadow",Grasses,,"1-5 m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
8054ee3e-e13a-4812-8d8c-f937cdc4965a,2023-05-07T19:28:45.114Z,2023-05-08T13:50:36.000Z,maxearle32@gmail.com,"Male 264",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,15:02,1,MPE,2,Male,264,Alive,Adult,"New/Initial Capture",38.785499,-77.792064,5,4296676,257481,18S,8054ee3e-e13a-4812-8d8c-f937cdc4965a_1683486650.jpg,8054ee3e-e13a-4812-8d8c-f937cdc4965a_1683486668.jpg,128,98,58,445,99,1,NA,Healthy,Plastron,No,"Small chipping on L.ab",Normal,,"Open Field/Meadow",Bushes/Shrubs,,"0 m (In mowed area)","Active, Alert",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter #: 150.561, new weight: 453"
c1f9c8b6-36d0-4c32-a027-f0f6e3bd6694,2023-05-07T19:14:56.241Z,2023-05-08T15:25:48.000Z,turtleconservationecology@gmail.com,"Male 265",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,15:02,1,"Nate Weisenbeck",0,Male,265,Alive,Adult,"New/Initial Capture",38.785174,-77.792249,5,4296641,257463,18S,c1f9c8b6-36d0-4c32-a027-f0f6e3bd6694_1683486743.jpg,c1f9c8b6-36d0-4c32-a027-f0f6e3bd6694_1683486753.jpg,133,104,65,520,60,13,NA,Healthy,None,No,,"Irregular (Specify)","6 vertebrals, 5 plurals each side","Open Field/Meadow",Grasses,,"20+ m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
05eff1d7-af75-4235-864a-e908a8461738,2023-05-07T18:34:51.375Z,2023-05-08T15:25:46.000Z,turtleconservationecology@gmail.com,"Male 263",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,14:25,1,"Jess Meck",0,Male,263,Alive,Sub-adult,"New/Initial Capture",38.782854,-77.79496,5,4296390,257220,18S,05eff1d7-af75-4235-864a-e908a8461738_1683484383.jpg,05eff1d7-af75-4235-864a-e908a8461738_1683484405.jpg,118,91,52,290,5,7,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
fb1dddee-8209-45b9-9399-6cdf69f890eb,2023-05-07T18:17:35.033Z,2023-05-08T13:50:34.000Z,maxearle32@gmail.com,"Female 261",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,13:56,1,NW,2,Female,261,Alive,Adult,"New/Initial Capture",38.782908,-77.795234,5,4296397,257196,18S,fb1dddee-8209-45b9-9399-6cdf69f890eb_1683482443.jpg,fb1dddee-8209-45b9-9399-6cdf69f890eb_1683482453.jpg,106,90,61,390,100,0,No,Healthy,Carapace,No,"Minor damage to rear left marginals",Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter 150.502, new weight: 400"
1dffd203-9a4f-44d7-91d0-9bbdfd59c9b0,2023-05-07T18:05:48.736Z,2023-05-08T15:25:43.000Z,turtleconservationecology@gmail.com,"Male 262",Clifton,"Search-Encounter (SCR Method)",3,05/07/2023,13:57,1,"Nate Weisenbeck",0,Male,262,Alive,Adult,"New/Initial Capture",38.782952,-77.795176,5,4296402,257202,18S,1dffd203-9a4f-44d7-91d0-9bbdfd59c9b0_1683482641.jpg,1dffd203-9a4f-44d7-91d0-9bbdfd59c9b0_1683482651.jpg,121,101,61,480,100,0,Unknown,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"0 m (In mowed area)","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","150.650, 485g"
